@relation C__Users_nisha_Desktop_Weka_BOW_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'The app has unexpectedly quit every time I try to save an offline map area before I can even press the download button. It has also quit during simple route mapping specifically in Costa Rica.',BugReport
'I used this app every single day since I take public transport but since yesterday the app doesnt work anymore so I just found out this app is useless for me.',BugReport
'Being a five star and lifetime fan of Google Maps google maps started auto update which is stuck and unable to update. Tried to delete the app but was unable ',BugReport
'Besides the occasional crash this is an amazing product with tons of potential depending on how you work with it',BugReport
'This could be a great app if it was predictable but it is full of bugs and is unpredictable. if you are able to check in take a screen shot of your boarding pass or print a backup copy because you may not be able to access it when you need it most.',BugReport
'I cant open since the last 2 updates Pop-ups go crazy on the iPhone 5 Im uninstalling',BugReport
'Cant read exel file correctly After updated yesterday. I cant read the exel file correct as original. Please help.',BugReport
'Ok Everytime Im nearly finished it says the app has unfortunately stopped and then takes me back to the start -.- its getting annoying fix it  ',BugReport
'i cant play. it crashes after pop cap logo at start up. if you cant make it work then refund.',BugReport
'Keeps Crashing Installed on the loading page and it crashes Tried re-installing shutting down my phone still the same. Please fix this and Ill give a 5 star rating.',BugReport
'Slow. Buggy It takes more than a minute to open a file which is opened within 10 seconds in polaris office-Tab 2-3100. Needs speed improvement. Edit It shows only a blank white screen when we try to open some .doc filesOMG Developers I hope you have tested the file which I have sent to you.',BugReport
'Crash Purchased a couple of days ago played a couple of times and now it wont start  Crashes on the loading screen and as I see now from other users its the same deal too. Fix this.',BugReport
'Not working. I have a wifi printer and when I try to print from my droid RAZR Max HD it says need to download update  then when I try to download update it says Update cannont be completed. Error. Fix and Ill change my rating. Or advise me what to do.r',BugReport
'Game will not install. Only displays 0MB0MB download status screen. Note 3 Android 4.3',BugReport
'Doesnt open. When I launch the app it just displays a light gray screen and does nothing.',BugReport
'Not working I purchased. But when i started downloading its giving me server error.',BugReport
