@relation C__Users_nisha_Desktop_Weka_BOF_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'Text_creation Desiring Experiencer_focus Posture Self_motion Usefulness Travel Desiring Capability Using Relative_time Continued_state_of_affairs Frequency Motion_noise Temporal_collocation Temporal_collocation Scrutiny Sounds Causation Attempt Submitting_documents Increment Scrutiny Identicality Scrutiny Stimulus_focus Stimulus_focus Predicament',BugReport
'Frequency Activity_pause Frequency Intentionally_act Degree',BugReport
'Age Bungling Opinion Idiosyncrasy Motion Quantity Size',BugReport
'Cognitive_connection Morality_evaluation Capability Sign_agreement Quantity Relative_time Assistance',BugReport
'Required_event Required_event Similarity Reason Intentionally_act Activity_ongoing Text_creation Cause_change Cause_to_continue Undergo_change Locative_relation',BugReport
'Quantity Usefulness Quantity Timespan Sign_agreement Locative_relation',BugReport
'Intentionally_act Grant_permission Text Temporal_collocation Attempt Project Intentionally_act Grant_permission Sending Statement Intentionally_act',BugReport
'Temporal_collocation Sufficiency Dimension Difficulty Reading Have_as_requirement Sufficiency Dimension Project Experiencer_focus Statement Quantity Measure_duration Relative_time Motion',BugReport
'Intentionally_act Text Statement Temporal_collocation Reporting Supply Identicality Cardinal_numbers Temporal_collocation Statement Cardinal_numbers Measure_duration Time_vector Statement Cardinal_numbers Measure_duration Time_vector Continued_state_of_affairs Similarity Contacting Rite Chatting Sole_instance Contacting',BugReport
'Becoming_aware Existence Relational_quantity Using Experiencer_focus Accuracy Grasp Identicality Point_of_dispute Giving Quantity Cardinal_numbers Locale Position_on_a_scale',BugReport
'Getting Frequency Measure_duration Placing Statement Stimulus_focus Being_employed',BugReport
'Degree Being_operational Quantity Artificiality Coming_to_believe Quantity Locale Increment Evaluative_comparison Perception_experience Locative_relation Desirability Using Expensiveness Supply Placing',BugReport
'Partitive Being_obligated Purpose Activity_finish Temporal_collocation Capability Categorization Information Text Capability Electricity Locative_relation Activity_resume Contacting Getting Social_connection Needing',BugReport
'Similarity Capability Memory Statement Sending Contacting Frequency Receiving',BugReport
'Measure_duration Usefulness Manufacturing Communication_response Identicality Questioning Manipulation Observable_body_parts',BugReport
'Attempt Timespan Becoming Contacting Statement Death Intentionally_act Identicality Event',BugReport
'Process_continue Being_attached Speak_on_topic Contacting Contacting Age',BugReport
'Desirability Needing Predicament Quantity Intentionally_act Usefulness Quantity Inspecting Locative_relation Using Manufacturing Cardinal_numbers Performers_and_roles Sole_instance',BugReport
'Possession Having_or_lacking_access Frequency Concessive Placing',BugReport
'Age Cause_to_continue Cause_harm Locative_relation Social_connection Temporal_collocation Choosing Locative_relation Closure Possession',BugReport
'Getting Arriving Speak_on_topic Becoming Being_attached Activity_ongoing',BugReport
'Taking_time Physical_artworks Cognitive_connection Part_whole Timespan',BugReport
'Existence Desiring Relative_time Predicament Offenses Removing Point_of_dispute Quantity Self_motion Awareness Statement Releasing Statement Inspecting Using Offenses Temporal_collocation Possession Locale Public_services Render_nonfunctional Locative_relation Increment Removing Measure_duration Resolve_problem Point_of_dispute Killing Offenses',BugReport
'Becoming_aware Being_named Being_named Temporal_collocation Attempt Sign_agreement Locative_relation Statement Arriving Existence Being_named',BugReport
'Existence Attempt Placing Communicate_categorization Possession Quantity Using Statement Predicament Activity_finish Sending Attempt Cardinal_numbers Timespan Predicament Biological_urge',BugReport
'First_experience Working_on Desirability Temporal_collocation Attempt Getting Cause_harm Locative_relation Stimulus_focus Stimulus_focus Predicament',BugReport
'Sounds Businesses Motion Secrecy_status Experiencer_focus',BugReport
'Intentionally_act Impact Frequency Relative_time Motion_noise Activity_start Using Event_instance Calendric_unit Temporal_collocation',BugReport
'Placing Suitability Information Continued_state_of_affairs Statement Likelihood Desirability',BugReport
'Becoming Desirability Scrutiny Inspecting Telling Age Self_motion Bringing Entity Cardinal_numbers Cardinal_numbers Measure_duration Time_vector Placing Locative_relation Point_of_dispute Placing People Needing Intentionally_act Relational_quantity Importance Working_on',BugReport
'Being_obligated Relational_quantity Information Motion Importance Reason Dimension Businesses Predicament Point_of_dispute Frequency Information',BugReport
'Perception_active Age Placing Quantity',BugReport
'Experiencer_focus Degree Experiencer_obj Undergo_change Awareness Reason Grant_permission Intentionally_act Intentionally_act Quantity Calendric_unit',BugReport
'Temporal_collocation Possession Desirability Activity_pause Grant_permission Perception_active',BugReport
'Frequency Appearance Becoming Desirability Attempt Secrecy_status Connectors Contacting',BugReport
'Temporal_collocation Secrecy_status Text Removing Type Request Existence Stimulus_focus Predicament Possession Quantity Needing',BugReport
'Stimulus_focus Resolve_problem Sending Contacting Usefulness Temporal_collocation Placing Scrutiny',BugReport
'Statement Possession Cardinal_numbers Telling Placing Statement Attempt Statement Cause_to_resume Contacting Stimulus_focus Predicament Judgment_direct_address',BugReport
'Predicament Contacting Categorization Categorization Increment',BugReport
'Relational_quantity Ranked_expectation Body_movement Direction Cardinal_numbers Measure_duration Undergo_change Bringing',BugReport
'Quantity Attempt Perception_experience Intentionally_act Desiring Giving Sending Calendric_unit Temporal_collocation Self_motion Calendric_unit Cardinal_numbers Cause_harm',BugReport
'Existence Intentionally_act Relative_time Sole_instance Statement Network Quantity Cognitive_connection Information Mental_property Experiencer_focus Quantity Causation Required_event Statement Network',BugReport
'Age Causation Offenses Removing Measure_duration Time_vector Social_connection Using Existence Continued_state_of_affairs Possibilities Cause_change Locative_relation Point_of_dispute Resolve_problem',BugReport
'Desiring Perception_active Relational_quantity Duration_attribute Measure_duration Motion_noise Activity_ongoing Performers_and_roles Measure_duration Buildings Locative_relation Evidence People_along_political_spectrum Continued_state_of_affairs Motion Quantity Quantity Timespan Departing Quantity Timespan Attempt Perception_active Frequency Motion_noise Cardinal_numbers Locale Stimulus_focus Stimulus_focus Stimulus_focus Predicament Bringing Medical_conditions',BugReport
'Relational_quantity Desirability Event Frequency Increment Calendric_unit Success_or_failure Grant_permission Intentionally_act Increment Performers_and_roles Relative_time Calendric_unit Secrecy_status Make_cognitive_connection Desiring Possibilities Placing Possibilities Secrecy_status Connectors Travel Secrecy_status Connectors',BugReport
'Required_event Purpose Impact Statement Quantity Timespan Getting Capability Communication_response Source_of_getting Cause_to_start Frequency Timespan',BugReport
'Measure_duration Secrecy_status Statement Possession Social_connection Capability Secrecy_status Travel Increment Obviousness Network Predicament',BugReport
'Occupy_rank Identicality Quantity Capability Undergo_change Relative_time Undergo_change Evidence Relative_time Sending Possession Predicament Cardinal_numbers Differentiation Stimulus_focus Motion Using',BugReport
'Impact Calendric_unit Getting Telling Statement Statement Statement Likelihood Arriving',BugReport
'Correctness Part_inner_outer Reading Perception_active Similarity Using Social_connection Quantity Increment Means Body_movement Success_or_failure Cardinal_numbers Timespan Frequency Cardinal_numbers Calendric_unit',BugReport
'Quantity Quantity Cause_to_continue Cause_harm Locative_relation Awareness Needing Cause_to_continue Cause_harm Contacting Have_associated Relational_quantity Causation Intentionally_act Desiring Being_employed Locale Type Experiencer_obj Reliance Contacting Capability Intentionally_act Temporal_collocation Predicament People Capability Locative_relation Thwarting Departing Judgment Judgment_direct_address',BugReport
'Causation Motion Color Ordinal_numbers Measure_duration Deciding Sufficiency Getting Gizmo Being_attached Electricity Temporal_collocation Becoming Desirability Ordinal_numbers Awareness Relational_quantity Desiring Becoming_a_member Operate_vehicle Electricity Clothing Temporal_subregion Direction Existence Food Quantity Type Desirability People Political_locales Arriving Locative_relation Death Temporal_collocation Using Sounds Evidence Temporal_collocation',BugReport
'Inspecting Impact Scrutiny Buildings Evidence Event Evidence',BugReport
'Continued_state_of_affairs Education_teaching Increment People Frequency Compatibility Possession Relative_time Relative_time Inspecting Frequency Awareness Likelihood Judgment Stimulus_focus Predicament Perception_experience Judgment_direct_address',BugReport
'Continued_state_of_affairs Desirability Taking_time',BugReport
'Process_continue Certainty Statement Simple_name Impact Secrecy_status Grant_permission Secrecy_status Stimulus_focus Assistance',BugReport
'Quantity Sufficiency Quantity Statement Activity_ongoing Reading Desirability Frequency Quantity Impact Motion_noise Activity_start Locative_relation Emotion_directed',BugReport
'Needing Predicament Offenses Point_of_dispute Using Killing Offenses Awareness Point_of_dispute Intentionally_act',BugReport
'Experiencer_focus Ordinal_numbers Type Frequency Temporal_collocation Intentionally_act Quantity Reason',BugReport
'Needing Cause_to_continue Text Evidence Locative_relation',BugReport
'Existence Quantity Excreting Locative_relation Cause_to_continue Statement Predicament',BugReport
'Existence Cause_to_continue Statement Possession Familiarity Telling Quantity Age Telling Temporal_collocation Sounds Continued_state_of_affairs Possession Accoutrements Stimulus_focus',BugReport
'Temporal_collocation Relative_time Intentionally_act Becoming Attempt Temporal_collocation Secrecy_status Causation Contacting Temporal_collocation Becoming Awareness Getting Departing Contacting',BugReport
